TransactionID,AccountID,TransactionAmount,TransactionDate,TransactionType,Location,DeviceID,IP Address,MerchantID,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,PreviousTransactionDate,ip_loc,location_loc,location_lat,location_lon,ip_lat,ip_lon,distance_loc_ip,large_divergence,TimeSinceLastTransaction,Fraud,KMeans_Cluster,KMeans_Distance,KMeans_Fraud,ZScore_Fraud,IsoForest_Score,IsoForest_Fraud,LogReg_Fraud
TX001969,AC00016,705.34,2023-09-12 18:52:56,Debit,Washington,D000562,63.67.150.226,M026,Online,59,Doctor,124,1,2024-11-04 08:12:18,"39.0437,-77.4875","38.8898,-77.0090",38.8898,-77.009,39.0437,-77.4875,44.851622000209424,False,-36163162.0,False,1,2.3394928687327066,False,False,0.10430285590319477,False,False
TX001970,AC00189,146.55,2023-08-03 18:35:54,Debit,Virginia Beach,D000163,82.75.200.117,M002,Online,54,Retired,124,5,2024-11-04 08:07:38,"51.5908,5.3292","36.8631,-76.0157",36.8631,-76.0157,51.5908,5.3292,6352.0451182836105,False,-39619904.0,True,2,2.4208483094330107,False,True,0.018212575938888365,False,True
TX001971,AC00005,116.89,2023-11-20 16:31:15,Debit,Columbus,D000328,146.250.144.172,M064,Online,71,Retired,226,1,2024-11-04 08:06:37,"33.0198,-96.6989","39.9833,-82.9833",39.9833,-82.9833,33.0198,-96.6989,1448.968335226703,False,-30209722.0,False,3,2.6922557225316424,False,False,0.08895882413954587,False,False
TX001972,AC00190,106.41,2023-01-16 16:37:34,Debit,Los Angeles,D000473,84.237.126.96,M063,Branch,57,Retired,87,1,2024-11-04 08:07:01,"55.0415,82.9346","34.0522,-118.2436",34.0522,-118.2436,55.0415,82.9346,9927.938817145912,True,-56820567.0,False,4,2.9918935270780813,False,False,0.0971829005664877,False,False
TX001973,AC00480,1087.9,2023-03-27 18:06:17,Debit,Boston,D000549,112.86.148.212,M053,ATM,78,Retired,103,1,2024-11-04 08:12:04,"29.8782,121.5494","42.3611,-71.0570",42.3611,-71.057,29.8782,121.5494,11902.47553202292,True,-50767547.0,False,1,3.920522720099972,False,False,0.03849063216793158,False,False
TX001974,AC00407,584.41,2023-01-02 16:51:47,Debit,Las Vegas,D000326,124.180.225.109,M051,ATM,23,Student,41,1,2024-11-04 08:11:29,"-33.8678,151.2073","36.1147,-115.2014",36.1147,-115.2014,-33.8678,151.2073,12415.188442073752,True,-58029582.0,True,4,3.997837057224759,False,True,0.0139838334655219,False,True
TX001975,AC00195,584.98,2023-06-12 16:25:22,Credit,Chicago,D000175,201.95.180.152,M093,Branch,55,Retired,121,1,2024-11-04 08:07:59,"-23.5475,-46.6361","41.8818,-87.6231",41.8818,-87.6231,-23.5475,-46.6361,8383.310165206174,True,-44120557.0,True,4,3.253158935284053,False,False,0.07455360676569656,False,True
TX001976,AC00260,79.21,2023-11-24 17:52:34,Debit,Colorado Springs,D000014,165.143.173.165,M055,Branch,56,Retired,140,1,2024-11-04 08:07:01,"-25.7069,28.2294","38.8590,-104.8134",38.859,-104.8134,-25.7069,28.2294,15422.373174518169,True,-29859267.0,True,4,3.088409333866317,False,True,0.04875362519606019,False,False
TX001977,AC00006,173.13,2023-10-05 16:46:31,Credit,Atlanta,D000485,5.50.152.168,M044,Online,20,Student,288,1,2024-11-04 08:07:24,"48.8600,1.6476","33.7537,-84.3863",33.7537,-84.3863,48.86,1.6476,7005.198751795459,False,-34183253.0,False,3,2.533499645618703,False,False,0.08776516689309127,False,False
TX001978,AC00294,335.7,2023-01-30 17:47:41,Debit,El Paso,D000180,184.57.159.204,M012,ATM,80,Retired,57,1,2024-11-04 08:10:11,"40.7399,-84.1459","31.7725,-106.4609",31.7725,-106.4609,40.7399,-84.1459,2229.9362407944327,False,-55606950.0,False,0,2.7403118744005783,False,False,0.08709872950269942,False,False
TX001979,AC00327,1225.5,2023-11-27 16:02:08,Credit,Las Vegas,D000507,156.187.182.236,M066,Online,50,Doctor,109,1,2024-11-04 08:11:41,"30.0626,31.2497","36.1147,-115.2014",36.1147,-115.2014,30.0626,31.2497,11887.147072679825,True,-29606973.0,True,1,2.6961772980684118,False,True,0.07102843856524754,False,True
TX001980,AC00013,422.81,2023-11-20 16:07:20,Debit,Los Angeles,D000050,77.92.193.22,M036,Branch,28,Student,193,1,2024-11-04 08:10:28,"49.2264,17.6706","34.0522,-118.2436",34.0522,-118.2436,49.2264,17.6706,9805.155211698308,True,-30211388.0,False,3,2.5150334091427458,False,False,0.09926788607888337,False,False
TX001981,AC00386,135.43,2023-10-06 16:14:51,Debit,San Jose,D000626,120.170.93.69,M031,ATM,57,Retired,92,1,2024-11-04 08:08:57,"3.5833,98.6667","37.3354,-121.8930",37.3354,-121.893,3.5833,98.6667,13845.169474212964,True,-34098846.0,False,4,2.2298435976681032,False,False,0.07193362194502562,False,False
TX001982,AC00256,584.88,2023-12-19 17:19:47,Debit,Philadelphia,D000202,91.204.200.167,M042,ATM,26,Student,121,1,2024-11-04 08:11:03,"55.0711,38.7840","39.9525,-75.1652",39.9525,-75.1652,55.0711,38.784,7762.113802186997,True,-27701476.0,False,1,2.841977206163979,False,False,0.09485344177142163,False,False
TX001983,AC00439,308.94,2023-04-03 16:35:29,Debit,Los Angeles,D000650,49.20.211.229,M092,Online,25,Student,167,1,2024-11-04 08:07:47,"37.5660,126.9784","34.0522,-118.2436",34.0522,-118.2436,37.566,126.9784,9606.69828791193,True,-50167938.0,False,4,2.4514159309000676,False,False,0.12142224053720008,False,False
TX001984,AC00088,295.93,2023-02-20 17:26:39,Debit,Boston,D000414,145.179.219.57,M021,Branch,36,Doctor,117,1,2024-11-04 08:09:56,"47.6740,-122.1215","42.3611,-71.0570",42.3611,-71.057,47.674,-122.1215,3994.0769763576245,False,-53793797.0,False,0,2.4841698887803942,False,False,0.1008613514053538,False,False
TX001985,AC00303,1512.99,2023-08-08 17:15:50,Debit,Philadelphia,D000032,195.164.171.146,M071,Online,19,Student,50,1,2024-11-04 08:09:45,"52.4069,16.9299","39.9525,-75.1652",39.9525,-75.1652,52.4069,16.9299,6750.58427231662,False,-39192835.0,True,1,3.196752410612306,False,True,0.02713510912146777,False,True
TX001986,AC00245,77.44,2023-06-26 16:28:59,Debit,Washington,D000218,195.164.171.146,M011,Branch,58,Retired,268,1,2024-11-04 08:10:59,"52.4069,16.9299","38.8898,-77.0090",38.8898,-77.009,52.4069,16.9299,6945.710643257078,False,-42910920.0,False,3,2.4446194725765227,False,False,0.09953421139782104,False,False
TX001987,AC00188,92.5,2023-09-25 16:22:10,Credit,Seattle,D000520,113.137.153.101,M080,Online,40,Engineer,70,1,2024-11-04 08:08:25,"31.2222,121.4581","47.6080,-122.3351",47.608,-122.3351,31.2222,121.4581,9208.846952325575,True,-35048775.0,False,4,3.2190489524462214,False,False,0.07132378927363192,False,False
TX001988,AC00225,97.74,2023-09-04 16:46:29,Credit,Los Angeles,D000211,218.238.171.184,M046,Online,41,Engineer,137,1,2024-11-04 08:07:15,"36.3491,127.3849","34.0522,-118.2436",34.0522,-118.2436,36.3491,127.3849,9668.023548338655,True,-36861646.0,False,4,1.9947052612547183,False,False,0.13857107344173014,False,False
TX001989,AC00278,291.68,2023-08-07 18:07:57,Debit,Columbus,D000021,72.128.135.172,M058,ATM,21,Student,90,1,2024-11-04 08:11:59,"32.7831,-96.8067","39.9833,-82.9833",39.9833,-82.9833,32.7831,-96.8067,1472.6759461301729,False,-39276242.0,False,0,1.9881087611238903,False,False,0.14738436401625504,False,False
TX001990,AC00311,56.96,2023-06-26 17:38:30,Debit,Albuquerque,D000379,70.130.169.235,M011,ATM,22,Student,135,1,2024-11-04 08:07:18,"33.5159,-101.9344","35.1067,-106.6291",35.1067,-106.6291,33.5159,-101.9344,466.70577073165424,False,-42906528.0,False,3,1.9476464535404863,False,False,0.1330541162950416,False,False
TX001991,AC00206,436.8,2023-07-03 16:15:11,Debit,Seattle,D000619,19.228.76.177,M082,Online,27,Student,92,1,2024-11-04 08:10:00,"42.2399,-83.1508","47.6080,-122.3351",47.608,-122.3351,42.2399,-83.1508,3116.043515678959,False,-42306889.0,False,3,3.253023968933065,False,False,0.08627774638103924,False,False
TX001992,AC00329,259.49,2023-06-09 16:31:56,Debit,Austin,D000433,162.151.179.167,M045,Online,72,Retired,292,1,2024-11-04 08:07:31,"39.0062,-77.4286","30.2666,-97.7333",30.2666,-97.7333,39.0062,-77.4286,2092.332939777683,False,-44379335.0,False,3,2.799978018939296,False,False,0.08290322729472571,False,False
TX001993,AC00338,726.26,2023-02-13 17:13:49,Debit,Omaha,D000386,69.160.14.157,M035,Online,57,Retired,147,1,2024-11-04 08:06:49,"16.8053,96.1561","41.2571,-95.9951",41.2571,-95.9951,16.8053,96.1561,13455.873483330737,True,-54399180.0,False,4,2.5381115215008996,False,False,0.07380960868146819,False,False
TX001994,AC00409,568.68,2023-04-25 18:47:16,Debit,Houston,D000283,189.248.139.91,M075,ATM,72,Retired,101,1,2024-11-04 08:08:39,"27.9193,-110.8975","29.7499,-95.3584",29.7499,-95.3584,27.9193,-110.8975,1528.8293177823357,False,-48259283.0,False,0,2.6788463483884226,False,False,0.09390547610734612,False,False
TX001995,AC00114,77.57,2023-12-13 17:02:21,Debit,Atlanta,D000441,136.104.90.223,M091,Online,49,Doctor,225,1,2024-11-04 08:07:54,"37.4056,-122.0775","33.7537,-84.3863",33.7537,-84.3863,37.4056,-122.0775,3417.51496610717,False,-28220733.0,False,3,2.2389111315877908,False,False,0.08259154310686467,False,False
TX001996,AC00460,999.28,2023-05-22 17:45:50,Debit,Boston,D000032,125.89.163.224,M050,Online,29,Engineer,40,1,2024-11-04 08:12:15,"22.5455,114.0683","42.3611,-71.0570",42.3611,-71.057,22.5455,114.0683,12798.807995512569,True,-45930385.0,False,1,3.588481939160093,False,False,0.0448177369852365,False,False
TX001997,AC00373,14.16,2023-01-09 16:49:07,Credit,Oklahoma City,D000665,12.240.113.200,M076,Branch,74,Retired,290,1,2024-11-04 08:10:20,"40.3943,-74.1171","35.4819,-97.5084",35.4819,-97.5084,40.3943,-74.1171,2120.3103729477025,False,-57424873.0,False,3,3.0707237939967507,False,False,0.06598989068017114,False,False
TX001998,AC00021,1142.83,2023-07-14 17:44:23,Credit,Omaha,D000493,219.98.242.240,M028,Branch,61,Retired,48,1,2024-11-04 08:11:26,"35.9081,139.6566","41.2571,-95.9951",41.2571,-95.9951,35.9081,139.6566,9754.679691316878,True,-41351223.0,False,1,2.948470032694543,False,False,0.07632907927430455,False,False
TX001999,AC00235,61.33,2023-09-20 18:18:00,Debit,Raleigh,D000201,167.95.191.52,M018,ATM,27,Engineer,129,1,2024-11-04 08:06:27,"30.4383,-84.2807","35.7877,-78.6442",35.7877,-78.6442,30.4383,-84.2807,792.6024718600863,False,-35473707.0,False,0,2.1027055239777006,False,False,0.13886067025260257,False,False
TX002000,AC00261,27.64,2023-06-09 17:14:26,Debit,New York,D000044,208.142.57.37,M065,Online,54,Engineer,23,1,2024-11-04 08:08:22,"32.5530,-92.0422","43.0000,-75.0000",43.0,-75.0,32.553,-92.0422,1890.737220577642,False,-44376836.0,False,0,2.1907547657287814,False,False,0.0986312817086119,False,False
TX002001,AC00456,3.85,2023-04-17 16:27:27,Debit,San Jose,D000058,72.192.101.196,M025,ATM,29,Doctor,32,1,2024-11-04 08:08:51,"36.1540,-95.9928","37.3354,-121.8930",37.3354,-121.893,36.154,-95.9928,2309.5828532750074,False,-48958884.0,False,0,2.426693870566489,False,False,0.11027669246210892,False,False
TX002002,AC00332,431.22,2023-04-21 16:25:49,Credit,Austin,D000301,111.226.226.202,M051,Branch,73,Retired,129,1,2024-11-04 08:07:30,"31.2222,121.4581","30.2666,-97.7333",30.2666,-97.7333,31.2222,121.4581,12044.785060151882,True,-48613301.0,False,4,2.4362438190077955,False,False,0.09538167283569954,False,False
TX002003,AC00245,178.55,2023-12-15 16:16:30,Debit,Houston,D000630,16.250.113.156,M076,Branch,55,Engineer,67,1,2024-11-04 08:12:21,"30.1044,-95.5066","29.7499,-95.3584",29.7499,-95.3584,30.1044,-95.5066,41.82106216213494,False,-28050951.0,False,0,2.5203558219941615,False,False,0.08707386289422392,False,False
TX002004,AC00388,248.76,2023-05-24 16:12:18,Debit,Denver,D000334,80.75.92.66,M091,ATM,18,Student,56,1,2024-11-04 08:06:33,"56.8519,60.6122","39.7420,-104.9915",39.742,-104.9915,56.8519,60.6122,9214.679685341192,True,-45762855.0,False,4,2.788067675974514,False,False,0.09915812888312775,False,False
TX002005,AC00008,76.16,2023-11-21 16:45:29,Debit,San Francisco,D000539,100.128.70.210,M060,ATM,23,Student,99,1,2024-11-04 08:12:04,"47.5614,-122.1552","37.7739,-122.4312",37.7739,-122.4312,47.5614,-122.1552,1087.4925584129019,False,-30122795.0,False,3,2.733396066526009,False,False,0.0805054933798297,False,False
TX002006,AC00066,347.25,2023-01-30 18:49:52,Debit,Indianapolis,D000646,33.28.138.82,M062,ATM,69,Doctor,250,1,2024-11-04 08:08:01,"39.9690,-83.0114","39.7910,-86.1480",39.791,-86.148,39.969,-83.0114,269.0274725240974,False,-55603089.0,False,3,2.8612079453338763,False,False,0.08408441109180831,False,False
TX002007,AC00227,28.04,2023-02-15 16:37:09,Debit,Los Angeles,D000101,114.223.129.47,M008,ATM,57,Doctor,146,5,2024-11-04 08:12:17,"31.2222,121.4581","34.0522,-118.2436",34.0522,-118.2436,31.2222,121.4581,10456.66670098532,True,-54228908.0,True,2,3.262757756782609,False,True,-9.438380474358077e-05,True,True
TX002008,AC00352,325.98,2023-07-20 16:58:39,Debit,Washington,D000232,141.241.241.128,M086,ATM,19,Student,277,1,2024-11-04 08:08:23,"51.4119,-0.2842","38.8898,-77.0090",38.8898,-77.009,51.4119,-0.2842,5905.416040136891,False,-40835384.0,False,3,2.5379146415392357,False,False,0.09036516729430438,False,False
TX002009,AC00481,249.56,2023-11-20 16:05:05,Debit,New York,D000617,49.10.93.200,M083,Branch,76,Retired,246,1,2024-11-04 08:11:08,"37.5660,126.9784","43.0000,-75.0000",43.0,-75.0,37.566,126.9784,10810.353528787231,True,-30211563.0,False,4,3.6195346472720926,False,False,0.054480992866398514,False,False
TX002010,AC00341,17.43,2023-02-23 16:21:38,Debit,Albuquerque,D000574,155.19.119.0,M042,ATM,56,Doctor,33,1,2024-11-04 08:08:36,"39.9539,-82.9301","35.1067,-106.6291",35.1067,-106.6291,39.9539,-82.9301,2155.62096721914,False,-53538418.0,False,0,1.8205776352579652,False,False,0.12586354999617722,False,False
TX002011,AC00065,198.01,2023-04-24 17:46:41,Credit,Austin,D000145,83.80.89.29,M005,Branch,26,Student,40,1,2024-11-04 08:10:09,"52.1550,5.3875","30.2666,-97.7333",30.2666,-97.7333,52.155,5.3875,8232.421942013656,True,-48349408.0,False,0,2.4740048518183,False,False,0.12225558748198112,False,False
TX002012,AC00248,585.58,2023-09-04 16:13:40,Debit,Raleigh,D000580,175.166.115.182,M091,Branch,23,Student,55,1,2024-11-04 08:09:16,"29.8782,121.5494","35.7877,-78.6442",35.7877,-78.6442,29.8782,121.5494,12436.22665630398,True,-36863736.0,False,4,2.3967627847353503,False,False,0.11234115424196806,False,False
TX002013,AC00177,434.67,2023-12-05 18:33:02,Credit,Virginia Beach,D000107,13.149.61.4,M024,Online,27,Student,124,1,2024-11-04 08:10:09,"41.1176,-73.4079","36.8631,-76.0157",36.8631,-76.0157,41.1176,-73.4079,523.502601307057,False,-28906627.0,False,0,2.540103615391888,False,False,0.12456200532310041,False,False
TX002014,AC00139,510.7,2023-06-07 16:35:27,Credit,Nashville,D000167,156.96.135.18,M040,Online,27,Student,294,1,2024-11-04 08:07:57,"40.7143,-74.0060","36.1744,-86.7679",36.1744,-86.7679,40.7143,-74.006,1221.2056888019365,False,-44551950.0,False,3,2.3627685493754034,False,False,0.1146617328938509,False,False
TX002015,AC00252,331.98,2023-08-28 16:40:01,Debit,Denver,D000302,60.153.124.80,M047,ATM,74,Retired,12,1,2024-11-04 08:09:26,"35.8622,139.9773","39.7420,-104.9915",39.742,-104.9915,35.8622,139.9773,9321.024748737416,True,-37466965.0,False,4,2.66016342377131,False,False,0.08530117446164587,False,False
TX002016,AC00286,199.54,2023-10-10 17:24:33,Debit,Portland,D000631,16.250.113.156,M070,Online,56,Engineer,268,1,2024-11-04 08:10:49,"30.1044,-95.5066","45.5230,-122.6764",45.523,-122.6764,30.1044,-95.5066,2917.894224019614,False,-33749176.0,False,3,2.9080400091470153,False,False,0.05948434625791221,False,False
TX002017,AC00001,212.97,2023-11-14 16:56:34,Debit,Atlanta,D000492,45.241.13.208,M003,Online,59,Engineer,178,1,2024-11-04 08:10:42,"30.0626,31.2497","33.7537,-84.3863",33.7537,-84.3863,30.0626,31.2497,10237.759918342103,True,-30726848.0,False,4,2.1810974278081434,False,False,0.13059157169787255,False,False
TX002018,AC00453,270.56,2023-02-17 16:57:32,Debit,Philadelphia,D000203,57.166.147.242,M038,Online,23,Student,139,1,2024-11-04 08:08:05,"47.6740,-122.1215","39.9525,-75.1652",39.9525,-75.1652,47.674,-122.1215,3812.5903690973473,False,-54054633.0,False,0,2.5313187237066024,False,False,0.12362503479014342,False,False
TX002019,AC00291,306.37,2023-06-27 18:26:08,Debit,Colorado Springs,D000484,21.122.39.207,M015,ATM,26,Engineer,120,1,2024-11-04 08:07:43,"39.9690,-83.0114","38.8590,-104.8134",38.859,-104.8134,39.969,-83.0114,1876.9314766181683,False,-42817295.0,False,3,1.6292986740113933,False,False,0.15411819863413523,False,False
TX002020,AC00113,643.02,2023-10-02 17:47:19,Credit,Detroit,D000534,34.125.226.63,M065,ATM,38,Doctor,85,1,2024-11-04 08:07:01,"36.1750,-115.1372","42.3314,-83.0457",42.3314,-83.0457,36.175,-115.1372,2834.8751536941895,False,-34438782.0,False,1,2.3818175350576225,False,False,0.12089453711805209,False,False
TX002021,AC00390,98.48,2023-02-16 17:14:41,Debit,Miami,D000440,202.194.199.70,M090,Branch,47,Engineer,12,1,2024-11-04 08:11:29,"39.9075,116.3972","25.7616,-80.1917",25.7616,-80.1917,39.9075,116.3972,12534.668355891343,True,-54140208.0,False,4,3.49461896678468,False,False,0.04563383090784523,False,False
TX002022,AC00345,889.01,2023-08-29 17:55:07,Debit,Virginia Beach,D000299,198.166.198.233,M030,Online,36,Engineer,169,1,2024-11-04 08:11:23,"51.0501,-114.0853","36.8631,-76.0157",36.8631,-76.0157,51.0501,-114.0853,3387.1084197421865,False,-37376176.0,False,1,1.9748040189838734,False,False,0.10676927419221205,False,False
TX002023,AC00011,537.86,2023-09-19 16:44:21,Debit,Kansas City,D000159,144.228.168.6,M001,Online,27,Student,134,1,2024-11-04 08:09:27,"38.9839,-77.3675","39.0997,-94.5783",39.0997,-94.5783,38.9839,-77.3675,1487.8530558276361,False,-35565906.0,False,3,2.0012564103486032,False,False,0.1518737348995367,False,False
TX002024,AC00106,241.18,2023-05-30 18:29:15,Debit,Mesa,D000616,12.240.113.200,M025,ATM,25,Student,162,1,2024-11-04 08:06:56,"40.3943,-74.1171","33.4245,-111.8332",33.4245,-111.8332,40.3943,-74.1171,3421.611162794642,False,-45236261.0,False,3,1.5619799404529828,False,False,0.13942835825133276,False,False
TX002025,AC00087,130.54,2023-04-05 17:20:36,Debit,Atlanta,D000544,173.135.78.201,M074,ATM,64,Doctor,94,1,2024-11-04 08:09:50,"45.5234,-122.6762","33.7537,-84.3863",33.7537,-84.3863,45.5234,-122.6762,3496.7946136789215,False,-49992554.0,False,0,1.6618947900289052,False,False,0.12355804726847741,False,False
TX002026,AC00441,800.29,2023-12-04 16:25:27,Credit,San Diego,D000400,115.196.150.105,M033,Branch,20,Student,84,1,2024-11-04 08:11:42,"30.7522,120.7500","32.7157,-117.1610",32.7157,-117.161,30.7522,120.75,10715.989847680745,True,-29000775.0,False,1,3.218855353295833,False,False,0.051928214140351314,False,False
TX002027,AC00069,8.81,2023-05-22 16:57:30,Debit,Dallas,D000462,35.67.21.23,M046,Online,57,Doctor,165,1,2024-11-04 08:09:40,"42.3314,-83.0457","32.7791,-96.8088",32.7791,-96.8088,42.3314,-83.0457,1609.5853832983978,False,-45933130.0,False,3,1.769420660019064,False,False,0.14087090663515373,False,False
TX002028,AC00020,28.52,2023-06-02 16:54:12,Debit,Detroit,D000700,40.10.25.102,M021,ATM,20,Student,163,1,2024-11-04 08:08:28,"39.7795,-86.1328","42.3314,-83.0457",42.3314,-83.0457,39.7795,-86.1328,384.21509855146684,False,-44982856.0,False,3,2.4236958093005017,False,False,0.11719217501571644,False,False
TX002029,AC00172,431.31,2023-05-01 16:18:16,Credit,Atlanta,D000363,223.189.165.37,M021,Online,23,Student,99,1,2024-11-04 08:09:29,"24.5858,73.7135","33.7537,-84.3863",33.7537,-84.3863,24.5858,73.7135,13147.101126893747,True,-47749873.0,False,4,1.914818935436368,False,False,0.09932640420204492,False,False
TX002030,AC00237,885.33,2023-08-22 18:41:50,Credit,Raleigh,D000413,40.226.196.34,M025,ATM,47,Engineer,59,1,2024-11-04 08:10:03,"39.7795,-86.1328","35.7877,-78.6442",35.7877,-78.6442,39.7795,-86.1328,794.1914172033344,False,-37978093.0,False,1,1.9504796158429538,False,False,0.11028036800241714,False,False
TX002031,AC00186,199.23,2023-09-04 16:04:27,Debit,Tucson,D000183,24.148.92.177,M052,ATM,29,Engineer,54,1,2024-11-04 08:07:46,"41.8500,-87.6500","32.2534,-110.9117",32.2534,-110.9117,41.85,-87.65,2316.6650531903756,False,-36864199.0,False,0,1.989776617398941,False,False,0.1421611383134445,False,False
TX002032,AC00165,42.26,2023-10-26 16:19:25,Debit,Raleigh,D000214,59.132.247.252,M080,ATM,44,Doctor,171,1,2024-11-04 08:09:35,"43.0667,141.3500","35.7877,-78.6442",35.7877,-78.6442,43.0667,141.35,10379.99852441064,True,-32370610.0,False,4,2.337832298140902,False,False,0.12483971493093665,False,False
TX002033,AC00438,166.06,2023-07-14 16:06:06,Debit,Indianapolis,D000195,85.239.236.80,M020,ATM,30,Engineer,172,1,2024-11-04 08:07:04,"47.6062,-122.3321","39.7910,-86.1480",39.791,-86.148,47.6062,-122.3321,3012.5842108025367,False,-41356858.0,False,3,1.610488709598056,False,False,0.1334287153718106,False,False
TX002034,AC00435,357.72,2023-08-07 17:29:48,Debit,Miami,D000334,3.70.1.133,M082,ATM,53,Retired,25,1,2024-11-04 08:11:19,"50.1155,8.6842","25.7616,-80.1917",25.7616,-80.1917,50.1155,8.6842,7778.772740051389,True,-39278491.0,False,0,3.04904265030468,False,False,0.09117594104905569,False,False
TX002035,AC00472,588.37,2023-01-05 17:48:29,Debit,Dallas,D000482,49.20.211.229,M100,Online,28,Student,284,1,2024-11-04 08:07:39,"37.5660,126.9784","32.7791,-96.8088",32.7791,-96.8088,37.566,126.9784,10996.000039799179,True,-57766750.0,False,4,3.5870932908551287,False,False,0.05753989241283952,False,False
TX002036,AC00446,72.82,2023-11-10 16:50:35,Debit,Houston,D000453,25.188.196.47,M063,Online,68,Doctor,127,1,2024-11-04 08:06:49,"51.5085,-0.1257","29.7499,-95.3584",29.7499,-95.3584,51.5085,-0.1257,7819.882161338975,True,-31072574.0,False,0,2.8040435926093963,False,False,0.10365900718640136,False,False
TX002037,AC00427,162.36,2023-11-22 16:10:32,Debit,Tucson,D000315,125.89.163.224,M069,Online,36,Engineer,147,1,2024-11-04 08:09:02,"22.5455,114.0683","32.2534,-110.9117",32.2534,-110.9117,22.5455,114.0683,12290.582428893702,True,-30038310.0,False,4,2.0436986674138486,False,False,0.10209093721743734,False,False
TX002038,AC00230,584.82,2023-10-17 16:11:26,Credit,Nashville,D000594,201.114.165.141,M057,Online,43,Doctor,109,1,2024-11-04 08:09:47,"19.4285,-99.1277","36.1744,-86.7679",36.1744,-86.7679,19.4285,-99.1277,2215.1010652107875,False,-33148701.0,False,1,2.173934049275387,False,False,0.11776177782262193,False,False
TX002039,AC00172,38.15,2023-10-06 16:37:16,Credit,Oklahoma City,D000682,110.235.207.187,M065,Online,72,Retired,129,1,2024-11-04 08:12:23,"18.9500,72.8167","35.4819,-97.5084",35.4819,-97.5084,18.95,72.8167,13894.553463712213,True,-34097707.0,False,4,2.0246785718442197,False,False,0.06816232973794512,False,False
TX002040,AC00103,477.54,2023-08-21 17:20:05,Credit,San Francisco,D000386,29.168.185.63,M063,ATM,23,Student,52,1,2024-11-04 08:06:48,"37.2242,-95.7083","37.7739,-122.4312",37.7739,-122.4312,37.2242,-95.7083,2355.7401642468753,False,-38069203.0,False,0,2.6159583204764445,False,False,0.11289657715090978,False,False
TX002041,AC00467,639.57,2023-12-18 16:25:18,Debit,Philadelphia,D000166,189.183.50.147,M013,Branch,60,Doctor,43,1,2024-11-04 08:12:02,"19.0379,-98.2035","39.9525,-75.1652",39.9525,-75.1652,19.0379,-98.2035,3199.9660493499714,False,-27791204.0,False,0,3.000959995007852,False,False,0.07463294186307379,False,False
TX002042,AC00094,58.23,2023-07-26 17:25:23,Debit,Phoenix,D000504,200.22.195.243,M068,Online,28,Student,34,1,2024-11-04 08:09:59,"-33.4569,-70.6483","33.4483,-112.0740",33.4483,-112.074,-33.4569,-70.6483,8580.953963282996,True,-40315476.0,True,4,3.8182233012521136,False,True,0.07139600695630499,False,False
TX002043,AC00231,776.21,2023-02-22 17:15:20,Credit,Raleigh,D000656,213.15.9.253,M036,Online,78,Retired,99,1,2024-11-04 08:06:38,"13.2257,77.5750","35.7877,-78.6442",35.7877,-78.6442,13.2257,77.575,14034.477018535097,True,-53621478.0,False,4,3.193378070549446,False,False,0.05910645664567993,False,False
TX002044,AC00032,248.76,2023-03-20 18:51:53,Debit,Portland,D000390,149.46.124.220,M070,Branch,21,Student,117,1,2024-11-04 08:09:07,"38.8951,-77.0364","45.5230,-122.6764",45.523,-122.6764,38.8951,-77.0364,3787.353803131386,False,-51369434.0,False,3,3.0094363057273807,False,False,0.08733706778030642,False,False
TX002045,AC00241,188.61,2024-01-01 17:16:23,Debit,Boston,D000451,107.248.120.12,M083,Online,67,Retired,26,1,2024-11-04 08:06:23,"47.6740,-122.1215","42.3611,-71.0570",42.3611,-71.057,47.674,-122.1215,3994.0769763576245,False,-26578200.0,False,0,3.0138129933101974,False,False,0.04547181204449369,False,False
TX002047,AC00012,94.82,2023-03-21 16:36:30,Credit,Columbus,D000123,175.230.206.232,M011,Branch,67,Retired,56,1,2024-11-04 08:12:17,"37.5660,126.9784","39.9833,-82.9833",39.9833,-82.9833,37.566,126.9784,10891.029232504472,True,-51291347.0,False,4,2.420172080602505,False,False,0.1156431781858519,False,False
TX002048,AC00009,425.18,2023-02-20 16:16:39,Credit,Fresno,D000270,27.93.195.98,M057,Online,59,Engineer,135,1,2024-11-04 08:11:26,"34.4000,132.4500","36.7468,-119.7725",36.7468,-119.7725,34.4,132.45,9157.46078557602,True,-53798087.0,False,4,2.424888953260453,False,False,0.10678339489382793,False,False
TX002049,AC00041,50.28,2023-02-02 16:20:28,Debit,Oklahoma City,D000544,196.244.194.198,M057,Branch,60,Engineer,65,1,2024-11-04 08:06:46,"60.1695,24.9354","35.4819,-97.5084",35.4819,-97.5084,60.1695,24.9354,8178.5613228526445,True,-55352778.0,False,0,2.395947508202608,False,False,0.10510706404120385,False,False
TX002050,AC00317,864.72,2023-08-25 16:35:39,Credit,Detroit,D000622,161.71.2.223,M018,Branch,34,Engineer,58,1,2024-11-04 08:11:10,"51.5085,-0.1257","42.3314,-83.0457",42.3314,-83.0457,51.5085,-0.1257,6052.789289833674,False,-37726531.0,False,1,2.0470777971547056,False,False,0.11087437673951617,False,False
